Record ID,Contributor,Contributor aliases,Title,Title aliases,Year,Publisher,ISBN,Canon sources,Collectibility tier,Search priority,First edition notes,Strong buy GBP,Bargain GBP,Evidence confidence,Source,Search tier
openlibrary:OL12864401W,Seydou Keita,,Seydou Keïta,,1997,Scalo,,Specialist photography publisher backlist: Scalo,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL12864401W,BROAD
openlibrary:OL17539056W,Shai Kremer,,Infected Landscape Israel Broken Promised Land,,2008,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17539056W,BROAD
openlibrary:OL2299942W,Shanta Rao,Selim Nassib | Charles-Henri Favrod,Stories of women,,1995,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2299942W,BROAD
openlibrary:OL19723005W,Shantrelle P. Lewis,,Dandy lion,,2017,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19723005W,BROAD
openlibrary:OL12398868W,Sharon Ya'ari,,Sharon Ya'ari,,1999,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL12398868W,BROAD
openlibrary:OL18528433W,Sheila J. Foster,Manfred Heiting,Imagining paradise,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL18528433W,BROAD
openlibrary:OL3997744W,Sheila Metzner,,Color,,1991,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3997744W,BROAD
openlibrary:OL3997743W,Sheila Metzner,,Sheila Metzner,,1991,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3997743W,BROAD
openlibrary:OL35776002W,Shelby Lee Adams,,From the Heads of the Hollers,,2023,GOST,,Specialist photography publisher backlist: GOST,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL35776002W,BROAD
openlibrary:OL14961589W,Sherifa Zuhur,,Nazar,,2005,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL14961589W,BROAD
openlibrary:OL32682994W,Shimon Attie,,Shimon Attie,,2016,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32682994W,BROAD
openlibrary:OL577711W,Shimon Attie,,The History of Another,,2004,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL577711W,BROAD
openlibrary:OL9898736W,Shingo Wakagi,,Takuji,,1999,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9898736W,BROAD
openlibrary:OL2137784W,Shirin Neshat,Ruth Noack | Matt Gerald | Gerald Matt,Shirin Neshat,,1997,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2137784W,BROAD
openlibrary:OL4812075W,Shirley Burden,,"Presence, photographs with observations",,1981,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL4812075W,BROAD
openlibrary:OL4812074W,Shirley Burden,,The many faces of Mary,,1989,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL4812074W,BROAD
openlibrary:OL19991686W,Shōmei Tōmatsu,,Chewing Gum and Chocolate,,2014,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19991686W,BROAD
openlibrary:OL8954182W,Shuzo Takiguchi,,Eikoh Hosoe,,2005,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8954182W,BROAD
openlibrary:OL8937181W,Sian Bonnell,,Everyday Dada,,2007,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8937181W,BROAD
openlibrary:OL37584115W,Sidney B. Felsen,,Sidney B. Felsen - Richard Serra at Gemini,,2023,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL37584115W,BROAD
openlibrary:OL5759966W,Sidney B. Felsen,,The artist observed,,2003,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL5759966W,BROAD
openlibrary:OL9594980W,Silver Mountain Foundation,,Minor White,,1984,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9594980W,BROAD
openlibrary:OL5753877W,Simen Johan,,Room to play,,2002,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL5753877W,BROAD
openlibrary:OL20054549W,Simon Baker,Shoair Mavlian | Newell Harbin | Elton John,The radical eye,,2016,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL20054549W,BROAD
openlibrary:OL32490214W,Simon Chaput,,Jantar Mantar,,2016,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32490214W,BROAD
openlibrary:OL5879305W,Simon Norfolk,,Afghanistan chronotopia,,2002,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL5879305W,BROAD
openlibrary:OL5879303W,Simon Norfolk,,Bleed,,2005,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL5879303W,BROAD
openlibrary:OL5879304W,Simon Norfolk,Essay Ignatieff | Michael Ignatieff,For most of it I have no words,,1998,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL5879304W,BROAD
openlibrary:OL5653435W,Sirkka-Liisa Konttinen,,Writing in the Sand,,2000,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL5653435W,BROAD
openlibrary:OL9050937W,Slavica Perkovic,,"Betty, Kim, Irena, Slavika",,2001,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9050937W,BROAD
openlibrary:OL32998965W,Slavica Perkovic,,Nika forever,,2011,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32998965W,BROAD
openlibrary:OL9057619W,Slawomir Zulawinski,,Intersection,,2006,Scalo,,Specialist photography publisher backlist: Scalo,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9057619W,BROAD
openlibrary:OL3523713W,"Sommer, Frederick",,"Frederick Sommer, 1939-1962",,1962,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3523713W,BROAD
openlibrary:OL15944848W,Sophie Calle,,True stories,,2010,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL15944848W,BROAD
openlibrary:OL18207889W,Sophie Howarth,M. Darsie Alexander,Singular images,,2005,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL18207889W,BROAD
openlibrary:OL21351437W,Sophy Rickett,,Curious Moaning of Kenfig Burrows,,2019,GOST,,Specialist photography publisher backlist: GOST,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21351437W,BROAD
openlibrary:OL21278238W,Sophy Rickett,,Death of a Beautiful Subject,,2016,GOST,,Specialist photography publisher backlist: GOST,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21278238W,BROAD
openlibrary:OL38030251W,Stacy Kranitz,,As It Was Given to Me,,2021,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL38030251W,BROAD
openlibrary:OL21076255W,Stan Douglas,,Stan Douglas,,2011,MACK,,Specialist photography publisher backlist: MACK | Specialist photography publisher backlist: Steidl,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21076255W,BROAD
openlibrary:OL3371356W,Stan Grossfeld,,Lost futures,,1997,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3371356W,BROAD
openlibrary:OL8694686W,Stanley B. Burns,,A morning's work,,1998,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8694686W,BROAD
openlibrary:OL16642924W,Stanley Greene,,Black passport,,2009,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL16642924W,BROAD
openlibrary:OL31920617W,Stanley Wolukau-Wanambwa,,Dark mirrors,,2021,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL31920617W,BROAD
openlibrary:OL25763738W,Stanley Wolukau-Wanambwa,Paul Pfeiffer | Batia Suter,"Lives of Images, Vol. 1",,2021,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25763738W,BROAD
openlibrary:OL9054495W,Stefan Banz,Christopher Doswald,I built this garden for us,,2000,Scalo,,Specialist photography publisher backlist: Scalo | Specialist photography publisher backlist: Edition Patrick Frey,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9054495W,BROAD
openlibrary:OL32261368W,Stefan Gmünder,Lois Hechenblaikner,Ischgl,,2020,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32261368W,BROAD
openlibrary:OL17531219W,Stefan Ruiz,,San Francisco Berlin,,2011,Chris Boot,,Specialist photography publisher backlist: Chris Boot,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17531219W,BROAD
openlibrary:OL22635279W,Stefan Ruiz,,The factory of dreams,,2012,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL22635279W,BROAD
openlibrary:OL32493757W,Stefanie Moshammer,,Stefanie Moshammer,,2017,Skinnerboox,,Specialist photography publisher backlist: Skinnerboox,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32493757W,BROAD
openlibrary:OL9060471W,Stefano Boeri,Gabriele Basilico,Italy,,1998,Scalo,,Specialist photography publisher backlist: Scalo,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9060471W,BROAD
openlibrary:OL17410222W,Steidl Icp,,Dress Codes The Third Icp Triennial Of Photography And Video,,2010,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17410222W,BROAD
openlibrary:OL17855733W,Steidl Verlag,,Steidl,,2012,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17855733W,BROAD
openlibrary:OL21278285W,Stephanic Borcard,Nicolas Metraux,"Grey Skies, Black Birds",,2016,GOST,,Specialist photography publisher backlist: GOST,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21278285W,BROAD
openlibrary:OL28083779W,Stephanie Taiber,,Bearing His Flowers,,2022,Yoffy Press,,Specialist photography publisher backlist: Yoffy Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL28083779W,BROAD
openlibrary:OL17418866W,Stephen Dupont,,Generation Ak The Afghanistan Wars 19932012,,2014,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17418866W,BROAD
openlibrary:OL42282309W,Stephen Gill,,A book of field studies,,2004,Chris Boot,,Specialist photography publisher backlist: Chris Boot,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL42282309W,BROAD
openlibrary:OL19218063W,Stephen Jay Gould,"Thomas, Peter",On the nature of things,,1993,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19218063W,BROAD
openlibrary:OL21546968W,Stephen Sh,Stephan Schmidt-Wulffen | Stephen Shore | Lynne Tillman,Stephen Shore - Uncommon Places,,2014,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21546968W,BROAD
openlibrary:OL19130620W,Stephen Shames,Carolyn Gatz,Empower zone,,2000,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19130620W,BROAD
openlibrary:OL27819486W,Stephen Shore,,Modern Instances : The Craft of Photography,,2022,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL27819486W,BROAD
openlibrary:OL2673835W,Stephen Shore,,The gardens at Giverny,,1983,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2673835W,BROAD
openlibrary:OL22611449W,Stephen Waddell,,Hunt and gather,,2011,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL22611449W,BROAD
openlibrary:OL21610636W,Stephen Waddell,,Stephen Waddell,,2017,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21610636W,BROAD
openlibrary:OL17409483W,Steve Baker,,Fieldwork,,2011,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17409483W,BROAD
openlibrary:OL8937176W,Steve Horn,,Pictures Without Borders,,2005,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8937176W,BROAD
openlibrary:OL2014783W,Steve Lehman,Mark Bailey | Jack Woody,The Tibetans,,1998,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2014783W,BROAD
openlibrary:OL18440466W,Steven Kasher,,Least wanted,,2006,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL18440466W,BROAD
openlibrary:OL16135195W,Stu Levy,,Grid-portraits,,2010,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL16135195W,BROAD
openlibrary:OL41890369W,Stu Levy,Nazraeli Press Staff,Honk If You Love Stieglitz,,2012,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL41890369W,BROAD
openlibrary:OL15627121W,Stuart O'Sullivan,,A shared history,,2009,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL15627121W,BROAD
openlibrary:OL36446006W,Sune Jonsson,Greger Ulf Nilson | Henrik Nygren,Sune Jonsson,,2013,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL36446006W,BROAD
openlibrary:OL2709945W,Sunil Khilnani,,Dayanita Singh,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2709945W,BROAD
openlibrary:OL45187253W,Susan A. Zadeh,,Drowned in a dream,,2019,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL45187253W,BROAD
openlibrary:OL2461794W,Susan Bright,,Art Photography Now,,2005,Aperture,,Specialist photography publisher backlist: Aperture | Specialist photography publisher backlist: Thames & Hudson,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2461794W,BROAD
openlibrary:OL16568398W,Susan Derges,,Elemental,,2010,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL16568398W,BROAD
openlibrary:OL25634337W,Susan Lipper,MACK (Publishing firm) Staff,Domesticated Land,,2018,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25634337W,BROAD
openlibrary:OL18435371W,Susan Lipper,,Trip,,1999,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL18435371W,BROAD
openlibrary:OL3359829W,Susan Meiselas,,Carnival strippers,,1976,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3359829W,BROAD
openlibrary:OL20059574W,Susan Meiselas,,"Nicaragua, June 1978-July 1979",,2016,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL20059574W,BROAD
openlibrary:OL19726366W,Susan Meiselas,,On the frontline,,2017,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19726366W,BROAD
openlibrary:OL36651752W,Susanne Breidenbach,Gabriele Conrath-Scholl | Lucinda Devlin,Lucinda Devlin - Frames of Reference,,2023,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL36651752W,BROAD
openlibrary:OL9050924W,Susanne Ricard-Konig,,* Strip,,1998,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9050924W,BROAD
openlibrary:OL448218W,Sylvia Plachy,,Self portrait with cows going home,,2004,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL448218W,BROAD
openlibrary:OL115723W,Sylvia Plachy,,Sylvia Plachy,,1996,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL115723W,BROAD
openlibrary:OL115724W,Sylvia Plachy,,Sylvia Plachy's unguided tour,,1990,Aperture,,Specialist photography publisher backlist: Aperture | Specialist photography publisher backlist: Cornerhouse,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL115724W,BROAD
openlibrary:OL18443862W,Sylvia Wolf,Leon Golub | Michal Rovner,Michal Rovner,,2002,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL18443862W,BROAD
openlibrary:OL9024838W,Sze Tsung Leong,Norman Bryson | Stephen Shore,History images,,2006,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9024838W,BROAD
openlibrary:OL25055687W,Sze Tsung Nicolás Leong,Thierry Grillet,Sze Tsung Nicolás Leong,,2019,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25055687W,BROAD
openlibrary:OL445241W,T. H. Watkins,,Vanishing Arctic,,1988,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL445241W,BROAD
openlibrary:OL19726346W,Tabitha Soren,,Fantasy life,,2017,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19726346W,BROAD
openlibrary:OL25878431W,Tabitha Soren,,Trace,,2018,Yoffy Press,,Specialist photography publisher backlist: Yoffy Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25878431W,BROAD
openlibrary:OL2030256W,Tacita Dean,,Floh,,2001,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2030256W,BROAD
openlibrary:OL21274682W,Taiyo Onorato,,Taiyo Onorato,,2015,Edition Patrick Frey,,Specialist photography publisher backlist: Edition Patrick Frey,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21274682W,BROAD
openlibrary:OL9054532W,Takashi Homma,,Takashi Homma,,2006,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9054532W,BROAD
openlibrary:OL25633992W,Takashi Honma,,Narcissistic City,,2016,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25633992W,BROAD
openlibrary:OL15035962W,Takashi Honma,,Takashi Homma,,2008,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL15035962W,BROAD
openlibrary:OL25636873W,Takashi Honma,,Takashi Homma - Trails,,2019,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25636873W,BROAD
openlibrary:OL44581891W,Takuma Nakahira,Daniel Abbe | Franz Prichard,At the Limits of the Gaze,,2025,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL44581891W,BROAD
openlibrary:OL21352432W,Talia Chetrit,,Showcaller,,2019,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21352432W,BROAD
openlibrary:OL19099399W,Tamar Garb,,Figures and Fictions: Contemporary South African Photography,,2011,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19099399W,BROAD
openlibrary:OL39616762W,Tanya Marcuse,,Fruitless,,2008,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL39616762W,BROAD
openlibrary:OL27936579W,Tarrah Krajnak,,Master Rituals,,2022,TBW Books,,Specialist photography publisher backlist: TBW Books,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL27936579W,BROAD
openlibrary:OL12404540W,Taryn Simon,,An American index of the hidden and unfamiliar,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL12404540W,BROAD
openlibrary:OL33025997W,Taryn Simon,,Contraband,,2010,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL33025997W,BROAD
openlibrary:OL26331443W,Taysir Batniji,Lewis Chaplin,Taysir Batniji,,2018,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL26331443W,BROAD
openlibrary:OL32071814W,Teju Cole,,Fernweh,,2020,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32071814W,BROAD
openlibrary:OL31870209W,Teju Cole,,Golden apple of the sun,,2021,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL31870209W,BROAD
openlibrary:OL37487153W,TELLER JUERGEN,,Ohne Titel A Collaboration between Juergen Teller Cindy Sherman and Marc Jacobs /anglais,,2006,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL37487153W,BROAD
openlibrary:OL9054501W,Teresa Chen,,Teresa Chen,,2002,Scalo,,Specialist photography publisher backlist: Scalo,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9054501W,BROAD
openlibrary:OL32335490W,Teresa Eng,,China dream,,2019,Skinnerboox,,Specialist photography publisher backlist: Skinnerboox,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32335490W,BROAD
openlibrary:OL25874098W,Terri Bright,,Sonnets,,2016,Yoffy Press,,Specialist photography publisher backlist: Yoffy Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25874098W,BROAD
