Record ID,Contributor,Contributor aliases,Title,Title aliases,Year,Publisher,ISBN,Canon sources,Collectibility tier,Search priority,First edition notes,Strong buy GBP,Bargain GBP,Evidence confidence,Source,Search tier
openlibrary:OL44996045W,池田陽子,Nazraeli Press,Monkey puzzle,,2015,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL44996045W,BROAD
openlibrary:OL21040188W,A-Chan,,A-Chan,,2012,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21040188W,BROAD
openlibrary:OL21088406W,A-chan,,A-Chan - Salt'N Vinegar,,2015,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21088406W,BROAD
openlibrary:OL1824119W,A. D. Coleman,,Critical Focus,,1995,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL1824119W,BROAD
openlibrary:OL1824121W,A. D. Coleman,,The Digital Evolution,,1998,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL1824121W,BROAD
openlibrary:OL8937173W,a J Wilkinson,,Driving Blind,,2004,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8937173W,BROAD
openlibrary:OL33082593W,Aaron Ruell,,Some photos,,2007,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL33082593W,BROAD
openlibrary:OL25636218W,Aaron Schuman,,Aaron Schuman - Slant,,2019,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25636218W,BROAD
openlibrary:OL31870238W,Aaron Schuman,,Sonata,,2022,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL31870238W,BROAD
openlibrary:OL25894867W,Abelardo Morell,,Continuum,,2019,Yoffy Press,,Specialist photography publisher backlist: Yoffy Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25894867W,BROAD
openlibrary:OL15814151W,Abigail Heyman,,Dreams & Schemes,,1987,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL15814151W,BROAD
openlibrary:OL639450W,Achille Bonito Oliva,,Gabriele Basilico Workbook 19692006,,2007,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL639450W,BROAD
openlibrary:OL33098811W,Ad van Denderen,,"So blue, so blue",,2008,MACK,,Specialist photography publisher backlist: MACK | Specialist photography publisher backlist: Steidl,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL33098811W,BROAD
openlibrary:OL3698176W,Adam Bartos,,Adam Bartos,,2005,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3698176W,BROAD
openlibrary:OL21035179W,Adam Bartos,,Darkroom,,2012,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21035179W,BROAD
openlibrary:OL32026196W,Adam Broomberg,,Glitter in my wounds,,2021,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32026196W,BROAD
openlibrary:OL22575749W,Adam Broomberg,Oliver Chanarin,Holy Bible,,2013,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL22575749W,BROAD
openlibrary:OL21241188W,Adam Broomberg,Oliver Chanarin,People in Trouble Laughing Pushed to the Ground,,2011,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21241188W,BROAD
openlibrary:OL21303472W,Adam Broomberg,Oliver Chanarin | Eyal Weizman | MACK (Publishing firm) Staff,Spirit Is a Bone,,2016,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21303472W,BROAD
openlibrary:OL25635708W,Adam Broomberg,Oliver Chanarin | Bertolt Brecht,War Primer 2,,2018,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25635708W,BROAD
openlibrary:OL2772279W,Adam D. Weinberg,,From the Heart,,1985,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2772279W,BROAD
openlibrary:OL2952281W,Adam Fuss,,My ghost,,2002,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2952281W,BROAD
openlibrary:OL25634532W,Adam Pape,,Dyckman Haze,,2018,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25634532W,BROAD
openlibrary:OL32842969W,"Adams, Robert",,Prayers in an American church,,2012,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32842969W,BROAD
openlibrary:OL32820034W,"Adams, Robert",,The question of hope,,2013,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32820034W,BROAD
openlibrary:OL21011893W,Adams Robert,Gunilla Knape,Tree Line,,2010,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21011893W,BROAD
openlibrary:OL29327046W,Ahndraya Parlato,,Who Is Changed and Who Is Dead,,2021,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL29327046W,BROAD
openlibrary:OL25634942W,Åke Ericson,,Non Grata,,2018,GOST,,Specialist photography publisher backlist: GOST,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25634942W,BROAD
openlibrary:OL15303788W,Alain Cueff,,Marie Jose Burki,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL15303788W,BROAD
openlibrary:OL12005763W,Albert Arthur Allen,,Albert Arthur Allen,,2001,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL12005763W,BROAD
openlibrary:OL6043172W,Albert Arthur Allen,,Premiere nudes,,2001,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL6043172W,BROAD
openlibrary:OL1721133W,Albert Renger-Patzsch,,Albert Renger-Patzsch,,1979,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL1721133W,BROAD
openlibrary:OL12352808W,Albert Steiner,Anne Hammond | Rene Perret | Beat Stutzer,Albert Steiner,,2005,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL12352808W,BROAD
openlibrary:OL33035644W,Alberto Korda,,Korda revolutionary lens,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL33035644W,BROAD
openlibrary:OL32025419W,Alberto Sinigaglia,,"Alberto Sinigaglia, cables",,2022,Skinnerboox,,Specialist photography publisher backlist: Skinnerboox,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32025419W,BROAD
openlibrary:OL25811398W,Alberto Venzago,,Alberto Venzago,,2021,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25811398W,BROAD
openlibrary:OL12550347W,Alec Soth,,Dog days Bogotá,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL12550347W,BROAD
openlibrary:OL25633332W,Alec Soth,Aaron Schuman,Gathered Leaves,,2015,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25633332W,BROAD
openlibrary:OL21439139W,Alec Soth,,I Know How Furiously Your Heart is Beating,,2019,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21439139W,BROAD
openlibrary:OL21352224W,Alec Soth,Philip Brookman | Richard Ford,Niagara,,2018,MACK,,Specialist photography publisher backlist: MACK | Specialist photography publisher backlist: Steidl,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21352224W,BROAD
openlibrary:OL25635275W,Alec Soth,,Sleeping by the Mississippi,,2017,MACK,,Specialist photography publisher backlist: MACK | Specialist photography publisher backlist: Steidl,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25635275W,BROAD
openlibrary:OL21284638W,Alec Soth,,Songbook,,2015,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21284638W,BROAD
openlibrary:OL23119933W,Aleix Plademunt,,Almost there,,2013,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL23119933W,BROAD
openlibrary:OL5789426W,Alejandra Figueroa,,Alejandra Figueroa,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL5789426W,BROAD
openlibrary:OL32289780W,Alejandro Cartagena,,Santa Barbara save US,,2020,Skinnerboox,,Specialist photography publisher backlist: Skinnerboox,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32289780W,BROAD
openlibrary:OL16170793W,Alejandro Chaskielberg,,La Creciente,,2011,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL16170793W,BROAD
openlibrary:OL8349461W,Alen Macweeney,,The Travellers,,2004,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8349461W,BROAD
openlibrary:OL20524856W,Alessandra Borghese,,Alessandra d’Urso & Alessandra Borghese,,2017,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL20524856W,BROAD
openlibrary:OL32077400W,Alessandra Dragoni,,All the flowers that you plant...,,2021,Skinnerboox,,Specialist photography publisher backlist: Skinnerboox,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32077400W,BROAD
openlibrary:OL44384698W,Alessandra Sanguinetti,TBW Books,"Sorry, welcome",,2013,TBW Books,,Specialist photography publisher backlist: TBW Books,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL44384698W,BROAD
openlibrary:OL23306673W,Alessandra Sanguinetti,,The adventures of Guille and Belinda and the enigmatic meaning of their dreams,,2010,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL23306673W,BROAD
openlibrary:OL32074496W,Alessandra Sanguinetti,,The adventures of Guille and Belinda and the illusion of an everlasting summer,,2020,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32074496W,BROAD
openlibrary:OL32493727W,Alessandro Calabrese,,Alessandro Calabrese,,2017,Skinnerboox,,Specialist photography publisher backlist: Skinnerboox,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32493727W,BROAD
openlibrary:OL45156521W,Alessandro Iovino,,Albow Gardens,,2026,GOST,,Specialist photography publisher backlist: GOST,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL45156521W,BROAD
openlibrary:OL25633681W,Alessandro Laita,Chiaralice Rizzi,Live in the House and It Will Not Fall Down,,2016,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25633681W,BROAD
openlibrary:OL25910140W,Alex Harris,Margaret Sartor,Our Strange New Land,,2022,Yoffy Press,,Specialist photography publisher backlist: Yoffy Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25910140W,BROAD
openlibrary:OL24152494W,Alex Majoli,,Scene,,2019,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL24152494W,BROAD
openlibrary:OL21209021W,Alex Webb,Rebecca Norris Webb | Sean Corcoran,Alex Webb and Rebecca Norris Webb,,2019,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21209021W,BROAD
openlibrary:OL19751058W,Alex Webb,,Alex Webb and Rebecca Norris Webb on street photography and the poetic image,,2014,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19751058W,BROAD
openlibrary:OL20046704W,Alex Webb,,La Calle,,2016,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL20046704W,BROAD
openlibrary:OL28836327W,Alex Webb,,The Suffering of Light,,2011,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL28836327W,BROAD
openlibrary:OL26290000W,Alexander MacLeod,Ivy Pochoda | Henry Wessel,Dark Thread French Only,,2019,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL26290000W,BROAD
openlibrary:OL8825808W,Alexandra Boulat,,The Triumph of Evil,,2001,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8825808W,BROAD
openlibrary:OL20666314W,Alexandra Grant,,Alexandra Grant & Keanu Reeves,,2016,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL20666314W,BROAD
openlibrary:OL12429102W,Alfons Alt,Sophie Biass-Fabiani | Sally Bonn,The nature of the beast,,2000,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL12429102W,BROAD
openlibrary:OL23175380W,Alfred S. McEwen,,This is Mars,,2013,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL23175380W,BROAD
openlibrary:OL15947605W,Alfred Stieglitz,,Alfred Stieglitz,,1976,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL15947605W,BROAD
openlibrary:OL784088W,Alfred Stieglitz,Richard Whelan | Tom Wesselmann,Stieglitz on photography,,2000,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL784088W,BROAD
openlibrary:OL18385711W,Alfredo Jaar,Ruben Gallo | Juan Goytisolo | Julia Kristeva em português,Inferno and paradiso,,1999,L'Artiere,,Specialist photography publisher backlist: L'Artiere,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL18385711W,BROAD
openlibrary:OL26483930W,Alice Proujansky,,Go Photo! an Activity Book for Kids,,2016,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL26483930W,BROAD
openlibrary:OL21262473W,Alisa Resnik,,One Another,,2013,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis | Specialist photography publisher backlist: Kehrer,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21262473W,BROAD
openlibrary:OL19532966W,Alison Devine Nordström,Peggy Roalf,Colorama,,2004,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL19532966W,BROAD
openlibrary:OL25006864W,Alison Nordström,Britt Salvesen,New Topographics,,2010,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25006864W,BROAD
openlibrary:OL13594563W,Allan Grainger,,I am,,2000,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL13594563W,BROAD
openlibrary:OL31870203W,Allan Sekula,,Art isn't fair,,2020,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL31870203W,BROAD
openlibrary:OL3372499W,Allan Sekula,,Fish story,,1995,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3372499W,BROAD
openlibrary:OL3372496W,Allan Sekula,,Photography against the grain,,1984,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL3372496W,BROAD
openlibrary:OL17397226W,Alonzo Jordan,,Jasper Texas The Community Photographs Of Alonzo Jordan,,2011,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17397226W,BROAD
openlibrary:OL25894866W,Alyssa McDonald,,Continuum,,2019,Yoffy Press,,Specialist photography publisher backlist: Yoffy Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25894866W,BROAD
openlibrary:OL9042443W,Amanda Harlech,,Amanda Harlech & Karl Lagerfeld,,2007,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9042443W,BROAD
openlibrary:OL32515784W,Amanda Harlech,,Die Renaissance einer Stadt,,2017,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32515784W,BROAD
openlibrary:OL9042444W,Amanda Harlech,,Karl Lagerfeld & Amanda Harlech,,2008,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9042444W,BROAD
openlibrary:OL21040183W,Amanda Harlech,,Travelling in India,,2012,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21040183W,BROAD
openlibrary:OL17586716W,Amar Kanwar,,Amar Kanwar Evidence,,2012,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL17586716W,BROAD
openlibrary:OL9882542W,Ambroise TTzenas,,Beijing,,2007,Dewi Lewis,,Specialist photography publisher backlist: Dewi Lewis,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9882542W,BROAD
openlibrary:OL8675439W,Amy Adler,,Young Photographer,,2005,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8675439W,BROAD
openlibrary:OL4464353W,Amy Stechler Burns,,The Shakers,,1987,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL4464353W,BROAD
openlibrary:OL26509024W,An-My Lê,Dan Leers | Lisa Sutcliffe | David Finkel,An-My lê,,2020,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL26509024W,BROAD
openlibrary:OL25813476W,Anastasia Samoylova,,Anastasia Samoylova and Walker Evans,,2022,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25813476W,BROAD
openlibrary:OL21360392W,Anastasia Samoylova,,Anastasia Samoylova : FloodZone,,2019,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21360392W,BROAD
openlibrary:OL13640773W,Anders Edström,,Anders Edström,,2004,MACK,,Specialist photography publisher backlist: MACK | Specialist photography publisher backlist: Steidl,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL13640773W,BROAD
openlibrary:OL24152427W,Anders Edstrom,,Hanezawa Gardens,,2015,MACK,,Specialist photography publisher backlist: MACK,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL24152427W,BROAD
openlibrary:OL21262707W,Anders Petersen,Marco Delogu,Anders Petersen,,2014,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21262707W,BROAD
openlibrary:OL32775855W,Anders Petersen,,City diary,,2008,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32775855W,BROAD
openlibrary:OL9024485W,André De Dienes,,Andre de Dienes,,1985,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL9024485W,BROAD
openlibrary:OL7031794W,André De Dienes,,Studies Of The Female Nude,,2005,Twin Palms,,Specialist photography publisher backlist: Twin Palms,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL7031794W,BROAD
openlibrary:OL8625579W,Andre Jammes,,French Primitive Photography,,1980,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL8625579W,BROAD
openlibrary:OL2846481W,André Kertész,,André Kertész,,1967,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2846481W,BROAD
openlibrary:OL2846460W,André Kertész,,"André Kertész, diary of light 1912-1985",,1987,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL2846460W,BROAD
openlibrary:OL7833002W,André Magnin,Andre Magnin | Alexis Schwarzenbach,Malick Sidibé,,1998,Scalo,,Specialist photography publisher backlist: Scalo,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL7833002W,BROAD
openlibrary:OL31498589W,Andrea Alessio,,"Before you, Santa Claus, life was like a moonless night",,2013,Nazraeli Press,,Specialist photography publisher backlist: Nazraeli Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL31498589W,BROAD
openlibrary:OL21148797W,Andrea Ferrari,,Wild Window,,2017,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL21148797W,BROAD
openlibrary:OL35709433W,Andrea Gjestvang,Firouz Gaini,Atlantic Cowboy,,2023,GOST,,Specialist photography publisher backlist: GOST,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL35709433W,BROAD
openlibrary:OL32674042W,Andrea Modica,,As we wait,,2015,L'Artiere,,Specialist photography publisher backlist: L'Artiere,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32674042W,BROAD
openlibrary:OL32309711W,Andrea Modica,,January 1,,2018,L'Artiere,,Specialist photography publisher backlist: L'Artiere,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32309711W,BROAD
openlibrary:OL25886905W,Andrea Modica,,Reveal,,2020,Yoffy Press,,Specialist photography publisher backlist: Yoffy Press,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25886905W,BROAD
openlibrary:OL11636337W,Andrea Robbins,,The transportation of place,,2006,Aperture,,Specialist photography publisher backlist: Aperture,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL11636337W,BROAD
openlibrary:OL25043592W,Andrea Tese,Alison Nordström,Inheritance,,2015,Steidl,,Specialist photography publisher backlist: Steidl,C,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL25043592W,BROAD
openlibrary:OL32757186W,Andreas Züst,,Andreas Züst,,2015,Edition Patrick Frey,,Specialist photography publisher backlist: Edition Patrick Frey,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL32757186W,BROAD
openlibrary:OL4721001W,Andreas Züst,,Bekannte Bekannte,,1988,Edition Patrick Frey,,Specialist photography publisher backlist: Edition Patrick Frey,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL4721001W,BROAD
openlibrary:OL4721002W,Andreas Züst,,Fluoreszierende Nebelmeere =,,2007,Edition Patrick Frey,,Specialist photography publisher backlist: Edition Patrick Frey,B,4,Work-level metadata only; verify the exact publisher edition and printing.,,,Medium,https://openlibrary.org/works/OL4721002W,BROAD
